name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
Time Is,Richard Hawley,nostalgic;warm;bittersweet,acoustic;string;vocal_breath;reverb_heavy,,0.35,0.5,0.4,0.7,0.3,0.6,0.65,en,1,singer_songwriter,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,Richard Hawley 低沉温暖的嗓音搭配木吉他与弦乐，营造怀旧而略带苦涩的抒情氛围
Take A Bow,Rihanna,melancholic;bittersweet;restrained,piano;string;vocal_breath;reverb_heavy,,0.35,0.3,0.4,0.35,0.25,0.75,0.8,en,1,pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",afterglow_fading,0.85,钢琴与弦乐铺垫的伤感流行，Rihanna 克制而充满情感的人声，营造出苦涩的告别氛围
Atlantic,Sleeping at Last,introspective;melancholic;hopeful,piano;string;cinematic;reverb_heavy,,0.25,0.35,0.4,0.5,0.2,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",slow_opening,0.9,钢琴与弦乐交织的缓慢铺陈，内省而略带忧伤，但透出微弱希望，适合深夜独处或雨中沉思
Les rêves orientaux,Ozymandias,dreamy;misty;introspective,ambient_pad;soft_synth;field_recording;minimal,,0.2,0.35,0.25,0.5,0.15,0,0.6,instrumental,0,ambient,"""{""""morning_cloudy_slow"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",soft_focus_work,0.85,氛围电子作品，朦胧的合成器与田野录音营造出梦幻而内省的东方梦境
太阳照常升起,久石譲,introspective;melancholic;restrained,piano;cinematic;string;minimal,,0.2,0.3,0.25,0.35,0.15,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.75}""",slow_opening,0.9,久石譲的钢琴与弦乐交织，旋律深沉而克制，充满内省与淡淡的悲怆感
Mozart - Concerto for Piano and Orchestra No.23 in A major,Maurizio Pollini Edition,clear;warm;restrained,piano;string;cinematic,,0.4,0.7,0.5,0.6,0.4,0,0.5,instrumental,0,classical,"""{""""morning_clear_light"""":0.85,""""work_focus_low_vocal"""":0.8,""""afternoon_warm_idle"""":0.75}""",slow_opening,0.9,莫扎特A大调钢琴协奏曲，明亮清晰的钢琴与弦乐交织，温暖而克制，适合专注或悠闲场景
"""Danger Zone - From """"""""Top Gun"""""""" Original Soundtrack""",Kenny Loggins,restless;urban;hopeful,electric_distant;soft_synth;reverb_heavy,,0.8,0.7,0.75,0.5,0.85,0.8,0.4,en,1,rock,"""{""""evening_city_walk"""":0.85,""""user_requested_explore"""":0.8,""""work_focus_low_vocal"""":0.6}""",city_to_inner_room,0.9,高能量摇滚，强劲节奏与电吉他营造出都市冒险的紧迫感与希望
I Wanted You to Feel the Same,The Radio Dept.,nostalgic;melancholic;dreamy,soft_synth;electric_distant;reverb_heavy;vocal_breath,,0.4,0.4,0.45,0.5,0.35,0.55,0.65,en,1,indie_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,梦幻的独立流行，软合成器与遥远电吉他营造怀旧而忧郁的都市氛围
Get It Up,MIKOTEAU,restless;urban;hopeful,soft_synth;electric_distant;reverb_heavy,,0.55,0.5,0.55,0.45,0.6,0,0.4,instrumental,0,synthwave,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.8,合成器驱动的都市感器乐曲，节奏明快但带有疏离的电子质感
Kalimboid - Live,Arp,dreamy;misty;restrained,ambient_pad;field_recording;minimal,,0.2,0.3,0.25,0.4,0.1,0,0.5,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""deep_night_introspective"""":0.75}""",soft_focus_work,0.85,现场录音的卡林巴琴与氛围垫音交织，朦胧而克制，适合专注或内省场景
Spanish Swing,Tingvall Trio,warm;clear;restless,piano;acoustic;jazz_brush;minimal,,0.4,0.6,0.5,0.7,0.55,0,0.3,instrumental,0,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""work_focus_low_vocal"""":0.7}""",soft_focus_work,0.85,钢琴三重奏，温暖的爵士摇摆节奏，明亮而富有律动感
Symphony No.40 K.550,Wolfgang Amadeus Mozart,restless;melancholic;unresolved,string;cinematic;minimal,,0.6,0.55,0.7,0.45,0.65,0,0.6,instrumental,0,classical,"""{""""work_focus_low_vocal"""":0.7,""""deep_night_introspective"""":0.65,""""evening_city_walk"""":0.6}""",slow_opening,0.85,莫扎特第40交响曲，弦乐主导的古典作品，充满不安与未解的忧郁情绪，能量中等偏高
Ballade pour Adeline,André Rieu,warm;nostalgic;clear,piano;string;cinematic,,0.25,0.6,0.35,0.7,0.2,0,0.5,instrumental,0,classical_crossover,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.8,""""weekend_slow"""":0.75}""",slow_opening,0.9,经典钢琴曲，旋律温暖明亮，弦乐衬托出怀旧与清晰的质感
Pasión,Rodrigo Leão,melancholic;dreamy;restrained,string;piano;cinematic;minimal,,0.25,0.35,0.3,0.4,0.15,0,0.7,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.85,弦乐与钢琴交织的极简古典作品，忧郁而克制，适合深夜内省场景
SAKURA,いきものがかり,nostalgic;warm;hopeful,acoustic;string;vocal_breath,,0.55,0.6,0.5,0.7,0.45,0.75,0.65,ja,1,j_pop,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,いきものがかり的经典J-POP，温暖声线与弦乐编排带来怀旧与希望交织的春日气息
Step by Step,JADOES,warm;hopeful;nostalgic,acoustic;soft_synth;vocal_breath,,0.45,0.55,0.4,0.6,0.4,0.6,0.5,en,1,indie_pop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",soft_focus_work,0.8,温暖的人声与木吉他结合柔和合成器，营造出怀旧而充满希望的日常氛围
I Will Follow You Take Me There,The Waterboys,hopeful;nostalgic;restless,acoustic;string;vocal_breath;electric_distant,,0.6,0.55,0.5,0.6,0.5,0.7,0.6,en,1,folk_rock,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,原声吉他与人声交织，充满希望与怀旧感的民谣摇滚，略带不安的律动
與浪之間,VH (Vast & Hazy),melancholic;bittersweet;restless,electric_distant;reverb_heavy;vocal_breath;soft_synth,,0.4,0.35,0.5,0.4,0.4,0.6,0.7,zh,1,indie_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",city_to_inner_room,0.85,VH 的独立摇滚风格，电吉他失真与人声混响交织，营造出城市夜晚中忧郁与不安的浪涌感
小芽儿 (Live),Matt吕彦良 / 卷卷,warm;hopeful;dreamy,acoustic;vocal_breath;soft_synth;minimal,,0.4,0.6,0.35,0.7,0.3,0.6,0.5,zh,1,neo_soul,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",soft_focus_work,0.85,现场演绎的温暖neo-soul，人声轻柔有呼吸感，木吉他与软合成器营造出希望与梦幻交织的氛围
Dancing Inner Space,Seahawks,dreamy;introspective;misty,ambient_pad;soft_synth;reverb_heavy;minimal,,0.2,0.35,0.25,0.5,0.15,0,0.55,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_clear_lonely"""":0.75}""",fade_into_inner_space,0.85,梦幻氛围电子，合成器铺底与深远混响营造内省而朦胧的空间感
A shot in the mid-air,FAIRY SESSIONS,dreamy;restrained;unresolved,ambient_pad;soft_synth;reverb_heavy;minimal,,0.25,0.35,0.3,0.4,0.2,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",soft_focus_work,0.85,空灵氛围合成器与深远混响，营造出悬而未决的梦幻感，适合低干扰场景
RAIN MAN,AKIHIDE,melancholic;introspective;restrained,piano;reverb_heavy;cinematic;minimal,,0.2,0.3,0.25,0.35,0.15,0,0.75,instrumental,0,modern_classical,"""{""""night_rain_humid"""":0.9,""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8}""",rain_on_glass,0.9,钢琴主导的极简器乐，混响厚重，营造出雨夜中内省而忧郁的氛围
Nothing's gonna change my love for you [Timeless Live 2009],方大同,warm;nostalgic;hopeful,acoustic;jazz_brush;vocal_breath;string,,0.45,0.55,0.5,0.7,0.4,0.75,0.6,zh,1,jazz_pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""afternoon_warm_idle"""":0.7}""",slow_opening,0.85,方大同现场版温暖声线搭配爵士刷弦与弦乐，怀旧而充满希望，能量适中
First Encounters,The Ninth Wave,dreamy;restrained;unresolved,cold_synth;reverb_heavy;vocal_breath;electric_distant,,0.35,0.4,0.45,0.3,0.3,0.5,0.65,en,1,dream_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,冷调合成器与深远混响营造梦幻而克制的氛围，人声若即若离，情绪悬而未决
One Hand Clapping,Lamb,restless;unresolved;melancholic,electric_distant;reverb_heavy;cold_synth;vocal_breath,,0.45,0.35,0.55,0.3,0.5,0.6,0.7,en,1,trip_hop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",city_to_inner_room,0.85,冷调电子节拍与疏离人声交织，Trip-Hop 标志性的不安与悬而未决的情绪
Psychic Colours,Die Form,dreamy;sensual;restrained,cold_synth;ambient_pad;reverb_heavy;electric_distant,,0.35,0.3,0.4,0.3,0.3,0,0.6,instrumental,0,dark_ambient,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,冷调合成器与深远混响营造出梦幻而克制的黑暗氛围，适合深夜内省
Dr.Jolin - Play World Tour Live,JOLIN蔡依林,urban;restless;hopeful,electric_distant;soft_synth;vocal_breath,,0.7,0.6,0.65,0.55,0.7,0.8,0.5,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.75,""""weekend_slow"""":0.65}""",city_to_inner_room,0.85,蔡依林现场版，都市感电子编曲与活力人声，能量较高但保持流行质感
Cfu,Electric Litany,introspective;melancholic;restrained,ambient_pad;cold_synth;minimal,,0.2,0.25,0.2,0.3,0.1,0,0.7,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",fade_into_inner_space,0.85,冷调氛围合成器铺底，极简结构，内省而克制，适合深度专注或深夜独处
Dodovoodoo,Elephant9,restless;urban;unresolved,electric_distant;jazz_brush;reverb_heavy,,0.65,0.5,0.7,0.4,0.7,0,0.6,instrumental,0,jazz_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""work_focus_low_vocal"""":0.6}""",city_to_inner_room,0.85,Elephant9 的器乐爵士摇滚，电吉他失真与鼓的律动带来都市不安感，混响厚重
Mother (feat. Mark de Clive-Lowe),Dwight Trible,warm;nostalgic;hopeful,acoustic;jazz_brush;vocal_breath;string,,0.35,0.5,0.4,0.7,0.3,0.75,0.65,en,1,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖的爵士人声与木吉他、弦乐交织，充满怀旧与希望的情感
Pink Moon,Carl Broemel,introspective;melancholic;restrained,acoustic;minimal;vocal_breath,,0.25,0.35,0.3,0.4,0.2,0.5,0.7,en,1,folk,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.75}""",slow_opening,0.85,原声吉他与人声的极简编排，克制而内省，带有淡淡的忧郁
Carl Sagan,Night Moves,dreamy;nostalgic;restrained,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.35,0.4,0.45,0.5,0.3,0.6,0.65,en,1,indie_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与深远混响营造出怀旧而克制的都市夜晚氛围，人声轻柔如耳语
The Forbidden City,Antti Martikainen,introspective;melancholic;restrained,cinematic;string;piano;minimal,,0.2,0.3,0.4,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,史诗般的管弦乐与钢琴，营造出内省而克制的氛围，带有淡淡的忧郁
抱きしめて feat.童子-T,BENI,warm;nostalgic;sensual,soft_synth;vocal_breath;acoustic,,0.45,0.5,0.5,0.7,0.4,0.75,0.6,ja,1,j_pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,BENI温暖柔和的声线与童子-T的说唱交织，营造出怀旧而亲密的都市氛围
( . )_( . ),Bjarki,restless;unresolved;melancholic,cold_synth;electric_distant;reverb_heavy;minimal,,0.4,0.3,0.5,0.2,0.35,0,0.7,instrumental,0,techno,"""{""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.7,""""evening_city_walk"""":0.65}""",fade_into_inner_space,0.85,冰冷合成器与深远混响营造出不安而悬疑的电子氛围，适合深夜内省场景
Salme,Bremer/McCoy,introspective;melancholic;restrained,piano;minimal;acoustic;reverb_heavy,,0.2,0.3,0.25,0.45,0.15,0,0.75,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴与木吉他交织，缓慢而内省，带有北欧式的冷冽与温暖并存
Tears of a Million Stars,Peter Lai,melancholic;nostalgic;bittersweet,piano;string;cinematic;reverb_heavy,,0.25,0.3,0.35,0.4,0.2,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",afterglow_fading,0.85,钢琴与弦乐交织的伤感旋律，混响深远，充满怀旧与苦涩的情感重量
My Kink Is Karma,Chappell Roan,restless;urban;bittersweet,soft_synth;electric_distant;vocal_breath,,0.65,0.55,0.6,0.4,0.6,0.75,0.6,en,1,art_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,合成器驱动的流行曲，带有都市不安与苦涩的自我认知，人声突出且富有表现力
夏夜晚风,deca joins,urban;nostalgic;bittersweet,electric_distant;reverb_heavy;soft_synth;vocal_breath,,0.35,0.4,0.45,0.55,0.3,0.6,0.65,zh,1,indie_rock,"""{""""evening_city_walk"""":0.85,""""night_clear_lonely"""":0.8,""""deep_night_introspective"""":0.75}""",city_to_inner_room,0.9,慵懒的吉他音色与模糊人声，营造出夏夜都市的怀旧与淡淡忧伤
Long Time Coming,Kalyn Fay,introspective;melancholic;bittersweet,acoustic;vocal_breath;string,,0.35,0.4,0.4,0.55,0.3,0.6,0.7,en,1,folk,"""{""""deep_night_introspective"""":0.8,""""evening_city_walk"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,木吉他与人声交织，内省而略带忧伤的民谣质感，适合安静聆听
Tokyo ’96,Makoto,nostalgic;urban;hopeful,soft_synth;electric_distant;reverb_heavy,,0.45,0.5,0.5,0.5,0.45,0,0.5,instrumental,0,liquid_funk,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",city_to_inner_room,0.85,Makoto 标志性的液态放克风格，软合成器与深远混响营造出 90 年代东京的怀旧都市氛围
(10),Holy Holy,dreamy;misty;restrained,ambient_pad;soft_synth;reverb_heavy;minimal,,0.2,0.3,0.25,0.4,0.15,0,0.6,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",soft_focus_work,0.85,梦幻氛围电子，软合成器与深远混响营造出朦胧而克制的声景
Kora,GoGo Penguin,restless;urban;introspective,piano;acoustic;cinematic;minimal,,0.45,0.5,0.55,0.4,0.5,0,0.6,instrumental,0,modern_jazz,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.8,""""deep_night_introspective"""":0.75}""",city_to_inner_room,0.9,钢琴与爵士鼓的现代融合，节奏驱动下的都市内省感
River of Crystals,伊藤君子,dreamy;melancholic;bittersweet,piano;string;vocal_breath;reverb_heavy,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,en,1,jazz,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",fade_into_inner_space,0.9,伊藤君子空灵的人声与钢琴弦乐交织，营造出梦幻而忧伤的深夜氛围
夢のDancing (Album Ver.),Jelly BonBon,dreamy;nostalgic;bittersweet,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.45,0.5,0.5,0.55,0.4,0.6,0.6,ja,1,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与深远混响，人声轻柔，带有怀旧与淡淡的苦涩，适合夜晚都市漫步或内省场景
"""Nocturne No. 2 in E-Flat Major, Op. 9 No. 2""",Frédéric Chopin,melancholic;nostalgic;restrained,piano;cinematic;minimal,,0.15,0.4,0.2,0.5,0.2,0,0.8,instrumental,0,classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",slow_opening,0.95,肖邦经典夜曲，钢琴独奏旋律优美而克制，充满怀旧与内省的情感重量
山海之歌,吳金黛,nostalgic;warm;bittersweet,acoustic;string;field_recording;cinematic,,0.3,0.5,0.4,0.7,0.2,0,0.6,instrumental,0,new_age,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.8,""""evening_city_walk"""":0.7}""",slow_opening,0.85,自然声景与弦乐交织，怀旧而温暖，带有淡淡的乡愁与宁静
Vals I Vallonien,Hvalfugl,introspective;melancholic;restrained,piano;minimal;reverb_heavy,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.75}""",afterglow_fading,0.9,极简钢琴独奏，缓慢而空旷，充满内省与忧郁的北欧氛围
"""Merry Christmas Mr. Lawrence Main Theme (From """"Merry Christmas Mr. Lawrence"""")""",坂本龍一 / Brussels Philharmonic,introspective;melancholic;restrained,piano;string;cinematic;minimal,,0.1,0.3,0.2,0.35,0.1,0,0.85,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.9,""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.95,管弦乐版极简钢琴主题，弦乐铺底增强庄严感，情绪克制而深邃
Light Pollution,Husmo HAV,urban;melancholic;detached,cold_synth;reverb_heavy;electric_distant;field_recording,,0.35,0.3,0.4,0.25,0.3,0,0.6,instrumental,0,ambient,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.85,冷调合成器与深远混响营造出都市夜晚的疏离感，如同被光污染笼罩的孤独
Ylang Ylang,FKJ / ((( O ))),dreamy;warm;sensual,soft_synth;ambient_pad;acoustic;field_recording,,0.35,0.5,0.4,0.7,0.3,0,0.5,instrumental,0,lo_fi,"""{""""morning_cloudy_slow"""":0.85,""""afternoon_warm_idle"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.9,温暖慵懒的 lo-fi 氛围，软合成器与木吉他交织，带有田野录音的自然感
Remember,Étienne Daho,nostalgic;warm;bittersweet,soft_synth;vocal_breath;reverb_heavy,,0.45,0.5,0.5,0.6,0.4,0.7,0.65,en,1,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,Étienne Daho 的复古合成器与温暖人声，营造出怀旧而略带苦涩的都市夜晚氛围
24 Hours,SUNMI,urban;restless;bittersweet,soft_synth;cold_synth;vocal_breath;electric_distant,,0.6,0.5,0.6,0.4,0.65,0.75,0.65,ko,1,k_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.9,宣美的都市感流行曲，合成器与冷调人声交织出不安与怀旧的情绪
夏日绿荫,Pianoboy,warm;nostalgic;hopeful,piano;acoustic;minimal,,0.3,0.6,0.3,0.7,0.2,0,0.5,instrumental,0,modern_classical,"""{""""morning_clear_light"""":0.85,""""afternoon_warm_idle"""":0.8,""""weekend_slow"""":0.75}""",slow_opening,0.85,钢琴独奏，旋律明亮温暖，带有夏日午后的怀旧与宁静感
Cigarettes,Russian Red,melancholic;lonely;bittersweet,acoustic;vocal_breath;reverb_heavy,,0.25,0.35,0.3,0.4,0.2,0.6,0.7,en,1,indie_folk,"""{""""night_clear_lonely"""":0.85,""""deep_night_introspective"""":0.8,""""evening_city_walk"""":0.7}""",afterglow_fading,0.85,木吉他与人声交织出孤独而怀旧的氛围，混响营造出空旷感，适合夜晚独处
Take Hold Of Me,Ane Brun,warm;hopeful;bittersweet,acoustic;vocal_breath;string;reverb_heavy,,0.35,0.5,0.4,0.7,0.3,0.7,0.6,en,1,indie_folk,"""{""""morning_clear_light"""":0.8,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,Ane Brun 温暖而略带沙哑的人声搭配木吉他与弦乐，营造出怀旧中带着希望的柔和氛围
Urmannen,Prins Thomas,dreamy;urban;restrained,soft_synth;cold_synth;reverb_heavy;electric_distant,,0.4,0.45,0.5,0.4,0.5,0,0.45,instrumental,0,electronic,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""work_focus_low_vocal"""":0.75}""",city_to_inner_room,0.85,Prins Thomas 的电子作品，冷调合成器与深远混响营造出都市夜晚的梦幻与克制感
Boys - Acoustic,Charli xcx,introspective;warm;bittersweet,acoustic;piano;vocal_breath;minimal,,0.3,0.5,0.35,0.6,0.25,0.7,0.55,en,1,acoustic_pop,"""{""""morning_cloudy_slow"""":0.8,""""work_focus_low_vocal"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,原声吉他版，剥离电子元素后更显温暖内省，人声呼吸感突出
The Secret of The Golden Bricks,方大同,warm;nostalgic;hopeful,acoustic;soft_synth;vocal_breath,,0.45,0.55,0.5,0.65,0.4,0.6,0.55,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,方大同温暖的嗓音与木吉他、软合成器交织，营造怀旧而充满希望的都市抒情氛围
Åben Bog,Bremer/McCoy,introspective;melancholic;restrained,piano;minimal;ambient_pad,,0.15,0.3,0.2,0.4,0.1,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴与氛围铺垫，缓慢而内省，充满北欧式的冷寂与沉思
Sainz de la Maza: La frontera de Dios: V. Sacrificio,Regino Sáinz de la Maza,introspective;melancholic;restrained,acoustic;minimal;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,古典吉他独奏，深沉内省，旋律克制而充满宗教般的肃穆感
