name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
White Tail,Heather Woods Broderick,introspective;melancholic;restrained,acoustic;string;vocal_breath;reverb_heavy,,0.25,0.3,0.35,0.45,0.2,0.6,0.7,en,1,indie_folk,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,轻柔的木吉他与弦乐铺垫，人声带着呼吸感与混响，营造内省而克制的氛围
Afraid,Xavier Omär,introspective;melancholic;restrained,soft_synth;vocal_breath;reverb_heavy,,0.35,0.3,0.4,0.45,0.3,0.7,0.75,en,1,r&b,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Xavier Omär 的脆弱人声与软合成器、混响营造出内省而克制的深夜 R&B 氛围
Levels,Immanu El,dreamy;introspective;melancholic,ambient_pad;soft_synth;reverb_heavy;minimal,,0.25,0.35,0.3,0.4,0.2,0,0.7,instrumental,0,post_rock,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,氛围化的后摇滚，缓慢铺展的合成器与混响营造出梦幻而内省的声景
得知平淡珍贵的一天,祁紫檀,introspective;warm;nostalgic,acoustic;vocal_breath;string;ambient_pad,,0.35,0.5,0.4,0.7,0.3,0.6,0.65,zh,1,indie_folk,"""{""""morning_cloudy_slow"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",soft_focus_work,0.85,祁紫檀温暖细腻的人声搭配木吉他与弦乐，营造出内省而怀旧的日常氛围
I'll Show You,Bergrós,introspective;melancholic;restrained,piano;reverb_heavy;vocal_breath;minimal,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,钢琴与空灵人声交织，混响厚重，营造内省而克制的氛围
The Shooting,Nils Frahm,introspective;restrained;melancholic,piano;minimal;cinematic;reverb_heavy,,0.2,0.3,0.25,0.35,0.15,0,0.8,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.8}""",slow_opening,0.9,Nils Frahm 的极简钢琴作品，缓慢、内省，带有电影般的空间感和淡淡的忧郁
Rachmaninov - Vocalise,Mstislav Rostropovich,melancholic;introspective;bittersweet,string;cinematic;minimal,,0.25,0.35,0.4,0.5,0.15,0,0.8,instrumental,0,classical,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",slow_opening,0.95,大提琴演绎的拉赫玛尼诺夫无词歌，深沉悠长的旋律充满忧郁与内省
Supernova,Ponteix,restless;urban;hopeful,electric_distant;soft_synth;reverb_heavy,,0.6,0.55,0.55,0.45,0.6,0,0.5,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,电子合成器驱动的都市感曲目，能量中等偏高，带有探索与不安的混合情绪
尚好的青春,孙燕姿,nostalgic;warm;bittersweet,acoustic;vocal_breath;string,,0.4,0.5,0.45,0.65,0.35,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""morning_clear_light"""":0.7}""",slow_opening,0.9,孙燕姿温暖声线搭配木吉他与弦乐，怀旧中带着淡淡的苦涩与温暖
End Credits (Sober),Connie Constance,introspective;melancholic;restrained,piano;reverb_heavy;vocal_breath;cinematic,,0.3,0.35,0.4,0.45,0.25,0.6,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,钢琴与深远混响营造内省氛围，人声脆弱而克制，情感沉重但能量低
Guerilla Guru,The High Dials,restless;urban;unresolved,electric_distant;reverb_heavy;soft_synth,,0.6,0.5,0.55,0.4,0.6,0.6,0.5,en,1,indie_rock,"""{""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.8,带有都市不安感的独立摇滚，电吉他遥远而混响厚重，节奏驱动但情绪悬而未决
Count on Me,Bruno Mars,warm;hopeful;nostalgic,acoustic;vocal_breath;string,,0.45,0.6,0.4,0.7,0.4,0.7,0.5,en,1,pop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,Bruno Mars 温暖声线搭配木吉他与弦乐，传递出怀旧与希望交织的轻松氛围
Lake Hums No More at Night,Turning Jewels Into Water,introspective;melancholic;restrained,piano;ambient_pad;minimal;field_recording,,0.2,0.3,0.25,0.35,0.1,0,0.75,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.9,""""night_rain_humid"""":0.85,""""work_focus_low_vocal"""":0.8}""",fade_into_inner_space,0.9,极简钢琴与氛围垫音，辅以田野录音，营造内省而克制的夜晚声景
Calling Long Distance,Matthew And The Atlas,nostalgic;lonely;bittersweet,acoustic;vocal_breath;string,,0.35,0.4,0.4,0.5,0.3,0.6,0.7,en,1,folk,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_clear_lonely"""":0.7}""",slow_opening,0.85,木吉他与温暖人声交织，带着长途电话般的距离感与怀旧情绪
Radio Magallanes,Ibrahim Maalouf,introspective;melancholic;restrained,piano;string;cinematic;minimal,,0.25,0.35,0.3,0.4,0.15,0,0.75,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",afterglow_fading,0.9,钢琴与弦乐交织的极简主义作品，克制而内省，带有电影般的叙事感
4U/Lately,Jay Prince,warm;nostalgic;hopeful,acoustic;soft_synth;vocal_breath;lofi_dust,,0.35,0.5,0.4,0.65,0.35,0.6,0.5,en,1,lo_fi_hip_hop,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.75,""""evening_city_walk"""":0.7}""",soft_focus_work,0.85,温暖的人声与柔和的 lo-fi 质感，怀旧中带着希望，适合低强度专注或悠闲漫步
TEAM EFFORT,J-E-T-S,restless;urban;unresolved,soft_synth;electric_distant;grainy;lofi_dust,,0.6,0.5,0.65,0.4,0.7,0,0.5,instrumental,0,electronic,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""deep_night_introspective"""":0.65}""",city_to_inner_room,0.85,电子节拍驱动，颗粒感与合成器交织出都市不安的律动
キャンパス・ガール,岩崎宏美,nostalgic;warm;clear,acoustic;string;vocal_breath,,0.45,0.6,0.4,0.7,0.4,0.7,0.5,ja,1,j_pop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",slow_opening,0.85,岩崎宏美的清澈声线搭配木吉他与弦乐，怀旧而温暖的昭和歌谣曲风
Evolution Is Not A Theory,What The Blood Revealed,introspective;restrained;melancholic,piano;minimal;reverb_heavy,,0.2,0.3,0.25,0.35,0.15,0,0.7,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简钢琴与深远混响，营造内省而克制的氛围，适合深夜沉思
Toady Man's Hour,The Claypool Lennon Delirium,dreamy;restless;unresolved,electric_distant;reverb_heavy;soft_synth;vocal_breath,,0.55,0.5,0.6,0.4,0.5,0.6,0.6,en,1,psychedelic_rock,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,迷幻摇滚风格，电声与混响营造出梦幻不安的都市夜晚氛围
BRING IT,nuphory / CLOUDER,urban;restless;hopeful,soft_synth;electric_distant;reverb_heavy,,0.6,0.55,0.6,0.5,0.65,0.7,0.5,en,1,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,都市感合成器与人声，节奏明快但带有内省张力，适合夜晚城市漫步
Imago,Oneohtrix Point Never,dreamy;detached;unresolved,ambient_pad;cold_synth;reverb_heavy;minimal,,0.25,0.3,0.35,0.2,0.15,0,0.6,instrumental,0,ambient,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,冷调合成器氛围与深远混响，构建出疏离而悬置的声景
Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,urban;restless;hopeful,soft_synth;electric_distant;vocal_breath,,0.7,0.6,0.65,0.5,0.75,0.85,0.4,en,1,dance_pop,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.75,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,高能量舞曲流行，强劲节拍与人声驱动，都市感强烈但情感较轻
Both Of Us,Jayda G,warm;nostalgic;hopeful,soft_synth;vocal_breath;electric_distant,,0.45,0.55,0.5,0.6,0.5,0.6,0.55,en,1,house,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""afternoon_warm_idle"""":0.75}""",city_to_inner_room,0.85,温暖的合成器与人声交织，怀旧而充满希望的都市律动
Deep Distance,Ashra,dreamy;detached;restrained,ambient_pad;soft_synth;minimal,,0.2,0.35,0.25,0.4,0.15,0,0.5,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",fade_into_inner_space,0.9,悠远的环境合成器声景，缓慢而空灵，带有太空般的疏离感
Encore,Brandt Brauer Frick,restrained;urban;unresolved,minimal;cold_synth;electric_distant,,0.4,0.35,0.5,0.3,0.45,0,0.55,instrumental,0,minimal_techno,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.75,""""deep_night_introspective"""":0.7}""",city_to_inner_room,0.85,冷调电子节拍与极简合成器，克制而都市化的律动感
Leaving the Plains,*shels,introspective;melancholic;restrained,piano;string;cinematic;reverb_heavy,,0.25,0.3,0.4,0.35,0.2,0,0.8,instrumental,0,post_rock,"""{""""deep_night_introspective"""":0.85,""""work_focus_low_vocal"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,钢琴与弦乐铺陈的缓慢后摇，空旷而内省，带有电影般的沉重感
海枯石爛,王儷婷,nostalgic;warm;bittersweet,piano;string;vocal_breath,,0.45,0.5,0.45,0.6,0.35,0.65,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""night_rain_humid"""":0.75}""",slow_opening,0.85,王儷婷温暖声线搭配钢琴与弦乐，营造怀旧而略带苦涩的抒情氛围
Paper Bag,Fiona Apple,restless;bittersweet;introspective,piano;vocal_breath;cinematic,,0.4,0.35,0.5,0.4,0.45,0.75,0.8,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.9,Fiona Apple 的钢琴驱动与脆弱人声，交织着不安与苦涩的内省
Zoo Eyes,Aldous Harding,dreamy;unresolved;bittersweet,acoustic;vocal_breath;string;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.6,0.65,en,1,indie_folk,"""{""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7}""",soft_focus_work,0.85,Aldous Harding 独特的声线与木吉他、弦乐交织，营造出梦幻而略带未解的怀旧氛围
天若有情,黄丽玲,melancholic;nostalgic;bittersweet,piano;string;vocal_breath,,0.4,0.45,0.5,0.55,0.35,0.7,0.75,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.85,钢琴与弦乐交织，黄丽玲深情演绎，怀旧而略带苦涩的抒情曲
永遠,BoA,nostalgic;warm;bittersweet,piano;string;vocal_breath;soft_synth,,0.45,0.5,0.5,0.6,0.4,0.7,0.65,ja,1,j_pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.85,BoA 的抒情曲，钢琴与弦乐交织，怀旧而温暖，略带苦涩的甜美
When I Say I Love U - Saux Remix,Shy Girls,dreamy;sensual;warm,soft_synth;vocal_breath;reverb_heavy;electric_distant,,0.4,0.5,0.45,0.6,0.4,0.7,0.5,en,1,electronic_r&b,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,Saux Remix 带来梦幻合成器与温暖人声，营造出都市夜晚的感性氛围
First Prize Bravery,Sorcha Richardson,introspective;melancholic;hopeful,acoustic;vocal_breath;soft_synth;reverb_heavy,,0.35,0.4,0.35,0.5,0.3,0.6,0.65,en,1,indie_folk,"""{""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.85,木吉他与人声主导的独立民谣，内省中带着一丝希望，混响营造出空旷感
Fenceline,Anna Tivel,introspective;melancholic;restrained,acoustic;vocal_breath;string;minimal,,0.25,0.35,0.3,0.45,0.2,0.6,0.7,en,1,folk,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,Anna Tivel 的民谣叙事，木吉他与人声克制而内省，带有淡淡的忧郁与孤独感
Self Control,Frank Ocean,introspective;melancholic;bittersweet,soft_synth;reverb_heavy;vocal_breath;minimal,,0.35,0.4,0.45,0.5,0.3,0.7,0.75,en,1,art_r&b,"""{""""deep_night_introspective"""":0.9,""""night_clear_lonely"""":0.85,""""evening_city_walk"""":0.8}""",fade_into_inner_space,0.9,Frank Ocean 脆弱的人声与极简合成器氛围，营造出内省而苦涩的深夜情绪
One for Uchshplup,Alon Farber,warm;clear;hopeful,acoustic;jazz_brush;string,,0.4,0.6,0.45,0.7,0.35,0,0.4,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75}""",soft_focus_work,0.85,温暖的爵士器乐，木吉他、刷鼓与弦乐营造明亮而放松的氛围
Dying Dying Dying /// Wake Wake Wake,Siskiyou,melancholic;restless;unresolved,acoustic;vocal_breath;reverb_heavy;electric_distant,,0.4,0.35,0.5,0.4,0.45,0.6,0.7,en,1,indie_folk,"""{""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,木吉他与人声交织，混响深远，情绪在挣扎与未解之间徘徊，适合深夜内省
當時的月亮,王菲,nostalgic;melancholic;bittersweet,piano;string;vocal_breath,,0.4,0.5,0.45,0.55,0.35,0.7,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""deep_night_introspective"""":0.7}""",slow_opening,0.9,王菲空灵声线搭配钢琴与弦乐，怀旧而略带忧郁，适合夜晚独处场景
Multicolor,Bruno Sanfilippo,introspective;dreamy;restrained,piano;ambient_pad;minimal,,0.15,0.35,0.2,0.45,0.1,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,极简钢琴与氛围垫音交织，内省而梦幻，能量低但情感重量适中
Noted,Rejoicer,warm;dreamy;clear,soft_synth;ambient_pad;lofi_dust;electric_distant,,0.35,0.5,0.4,0.6,0.3,0,0.45,instrumental,0,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,温暖的 lo-fi 氛围，软合成器与轻度失真纹理营造出梦幻而清晰的质感
Part 3,Eri Yamamoto Trio,introspective;restrained;melancholic,piano;acoustic;minimal,,0.25,0.4,0.3,0.5,0.2,0,0.7,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,钢琴三重奏的即兴对话，克制而内省，带有淡淡的忧郁质感
伸手摘下了（男孩 Part2）,Lu1,introspective;melancholic;urban,lofi_dust;soft_synth;vocal_breath;electric_distant,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,zh,1,alternative_hip_hop,"""{""""deep_night_introspective"""":0.85,""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.85,Lu1 的松弛说唱与 lo-fi 质感，内省而略带忧郁的都市夜晚情绪
"""Of All Living Creatures, Why a Human Being?""",Alondra Bentley,introspective;melancholic;dreamy,acoustic;string;vocal_breath;minimal,,0.3,0.4,0.35,0.5,0.2,0.6,0.7,en,1,indie_folk,"""{""""morning_cloudy_slow"""":0.85,""""work_focus_low_vocal"""":0.8,""""deep_night_introspective"""":0.75}""",slow_opening,0.85,轻柔的木吉他与弦乐衬托下，Alondra Bentley 细腻的人声营造出内省而梦幻的忧郁氛围
I Wanna Be Your Dog,Emilie Simon,restless;melancholic;bittersweet,piano;vocal_breath;reverb_heavy;minimal,,0.35,0.3,0.4,0.35,0.3,0.6,0.7,en,1,art_pop,"""{""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Emilie Simon 的脆弱人声与极简钢琴，在混响中呈现不安与怀旧的矛盾情绪
Detraction,Stenny,restrained;melancholic;detached,minimal;cold_synth;ambient_pad;reverb_heavy,,0.2,0.25,0.3,0.2,0.15,0,0.7,instrumental,0,ambient_techno,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,极简冷调合成器与深远混响，营造克制而疏离的夜晚氛围
Decompression,Benny Lackner Trio,restrained;introspective;clear,piano;acoustic;minimal,,0.25,0.5,0.3,0.55,0.2,0,0.6,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.75,""""afternoon_warm_idle"""":0.7}""",soft_focus_work,0.85,钢琴三重奏，克制而清晰的爵士质感，适合专注或放松场景
岛上,艾敬,nostalgic;warm;bittersweet,acoustic;vocal_breath;string;field_recording,,0.35,0.5,0.4,0.6,0.3,0.6,0.65,zh,1,folk_pop,"""{""""morning_cloudy_slow"""":0.8,""""afternoon_warm_idle"""":0.75,""""evening_city_walk"""":0.7}""",slow_opening,0.85,艾敬的民谣流行风格，木吉他与人声交织，带有怀旧与温暖的岛屿意象
PTD,Rejoicer,dreamy;warm;clear,soft_synth;ambient_pad;lofi_dust,,0.35,0.5,0.4,0.6,0.3,0,0.45,instrumental,0,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,温暖的 lo-fi 氛围，软合成器与轻度失真纹理营造梦幻而清晰的质感
WOAH,Flau'jae,urban;restless;hopeful,soft_synth;vocal_breath;electric_distant,,0.6,0.55,0.6,0.5,0.65,0.75,0.5,en,1,hip_hop,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.75,""""deep_night_introspective"""":0.7}""",city_to_inner_room,0.85,都市感强烈的嘻哈曲目，合成器与人声交织，带有不安与希望的双重情绪
Milhaud : Ballade for Piano and Orchestre Op. 61,Claude Helffer,restrained;melancholic;unresolved,piano;cinematic;string;minimal,,0.25,0.35,0.4,0.3,0.2,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,钢琴与管弦乐对话，米约的新古典主义风格，克制而略带忧郁的室内乐质感
三寸天堂,嚴藝丹,melancholic;nostalgic;bittersweet,piano;string;vocal_breath;cinematic,,0.35,0.4,0.5,0.45,0.3,0.6,0.75,zh,1,mandopop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""evening_city_walk"""":0.75}""",afterglow_fading,0.9,钢琴与弦乐交织的悲情旋律，嚴藝丹的声线带着怀旧与苦涩，适合深夜独处
The Woods,Emil Brandqvist,introspective;melancholic;restrained,piano;minimal;cinematic,,0.15,0.3,0.2,0.35,0.1,0,0.8,instrumental,0,modern_classical,"""{""""deep_night_introspective"""":0.9,""""work_focus_low_vocal"""":0.85,""""night_rain_humid"""":0.8}""",slow_opening,0.9,极简钢琴与静谧氛围，内省而克制，如同深夜独处时的沉思
Bring Her Back,Adia Victoria,melancholic;restless;bittersweet,electric_distant;reverb_heavy;vocal_breath,,0.4,0.35,0.5,0.3,0.4,0.6,0.7,en,1,blues_rock,"""{""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75,""""evening_city_walk"""":0.7}""",late_night_descent,0.85,Adia Victoria 的声线带着忧郁与不安，电吉他遥远而混响厚重，营造出苦涩而动荡的夜晚氛围
Habanera Rocket,Elephant9,restless;urban;unresolved,electric_distant;cold_synth;cinematic;reverb_heavy,,0.65,0.4,0.7,0.3,0.6,0,0.6,instrumental,0,progressive_rock,"""{""""evening_city_walk"""":0.7,""""deep_night_introspective"""":0.65,""""user_requested_explore"""":0.6}""",city_to_inner_room,0.85,Elephant9 的器乐前卫摇滚，充满不安的合成器与强劲节奏，都市感强烈
后来,刘若英,nostalgic;warm;bittersweet,piano;string;vocal_breath,,0.45,0.5,0.45,0.6,0.35,0.7,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.9,刘若英的温暖声线搭配钢琴与弦乐，怀旧而略带苦涩的抒情经典
Auto & Allo,Oneohtrix Point Never,detached;restless;unresolved,cold_synth;electric_distant;reverb_heavy;minimal,,0.35,0.3,0.4,0.2,0.3,0,0.6,instrumental,0,experimental_electronic,"""{""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,冷调合成器与深远混响，营造出疏离不安的电子声景
Circle,Hector Plimmer,warm;dreamy;restrained,soft_synth;ambient_pad;lofi_dust;minimal,,0.35,0.5,0.4,0.6,0.3,0,0.45,instrumental,0,lo_fi,"""{""""work_focus_low_vocal"""":0.85,""""morning_cloudy_slow"""":0.8,""""evening_city_walk"""":0.75}""",soft_focus_work,0.85,温暖的 lo-fi 氛围，软合成器与轻度失真纹理营造出克制而梦幻的质感
But Beautiful - Live,Chick Corea,warm;nostalgic;bittersweet,piano;jazz_brush;acoustic,,0.35,0.55,0.4,0.7,0.3,0,0.65,instrumental,0,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.85,""""work_focus_low_vocal"""":0.75}""",soft_focus_work,0.9,Chick Corea 的现场钢琴爵士演绎，温暖而怀旧，带有淡淡的苦涩与优雅
Crown (with Camila Cabello & Grey),Camila Cabello,hopeful;warm;urban,soft_synth;vocal_breath;electric_distant,,0.6,0.6,0.55,0.6,0.55,0.75,0.5,en,1,pop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,流行曲风，Camila Cabello 的人声温暖且充满希望，合成器与节奏营造都市感
How to Navigate,Little People,introspective;melancholic;dreamy,ambient_pad;field_recording;minimal;soft_synth,,0.25,0.3,0.35,0.45,0.2,0,0.7,instrumental,0,ambient,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""morning_cloudy_slow"""":0.75}""",soft_focus_work,0.85,氛围电子作品，轻柔合成器与田野录音交织，内省而略带忧郁的声景
Cupid,Twin Ver. (feat. Sabrina Carpenter) - FIFTY FIFTY / Sabrina Carpenter,warm;hopeful;bittersweet,soft_synth;vocal_breath;acoustic,,0.55,0.6,0.5,0.65,0.5,0.75,0.5,en,1,k_pop,"""{""""morning_clear_light"""":0.7,""""evening_city_walk"""":0.75,""""weekend_slow"""":0.7}""",soft_focus_work,0.85,温暖轻快的K-pop流行曲，甜美人声与柔和合成器交织，略带怀旧与希望感
Freestyle 4,Kanye West,restless;urban;unresolved,electric_distant;cold_synth;grainy,,0.7,0.4,0.8,0.3,0.75,0.9,0.6,en,1,hip_hop,"""{""""evening_city_walk"""":0.5,""""deep_night_introspective"""":0.55,""""user_requested_explore"""":0.6}""",city_to_inner_room,0.85,Kanye West 的激烈说唱与工业感制作，充满不安与都市躁动，能量较高但情绪未解
Song for My Mother (feat. Mark de Clive-Lowe),Dwight Trible,warm;nostalgic;hopeful,acoustic;jazz_brush;vocal_breath;string,,0.4,0.55,0.5,0.7,0.35,0.75,0.65,en,1,jazz,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.85,""""weekend_slow"""":0.75}""",slow_opening,0.85,温暖的爵士人声与木吉他、弦乐交织，充满对母亲的怀旧与感恩之情
Shadow Preachers,Zella Day,restless;urban;bittersweet,electric_distant;reverb_heavy;soft_synth;vocal_breath,,0.55,0.5,0.6,0.45,0.55,0.7,0.6,en,1,indie_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,Zella Day 的声线带着疏离与不安，合成器与混响营造出都市夜晚的躁动与怀旧
F.N.F. (Let's Go),Hitkidd,restless;urban;hopeful,electric_distant;soft_synth;vocal_breath,,0.7,0.6,0.65,0.5,0.75,0.8,0.5,en,1,hip_hop,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.75,""""work_focus_low_vocal"""":0.6}""",city_to_inner_room,0.85,充满活力的都市嘻哈，节奏强劲，人声主导，适合夜晚城市漫步
Tinkerer,Vieo Abiungo,introspective;restrained;melancholic,piano;minimal;reverb_heavy,,0.2,0.3,0.25,0.35,0.15,0,0.7,instrumental,0,modern_classical,"""{""""work_focus_low_vocal"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.85,极简钢琴与深远混响，营造出内省而克制的孤独氛围
So What,Montevideo,warm;clear;restrained,acoustic;jazz_brush;soft_synth,,0.35,0.55,0.4,0.65,0.3,0,0.4,instrumental,0,jazz,"""{""""work_focus_low_vocal"""":0.85,""""afternoon_warm_idle"""":0.8,""""morning_clear_light"""":0.75}""",soft_focus_work,0.85,温暖的爵士吉他搭配轻柔刷擦，明亮而克制，适合专注或闲适场景
I’m A Stranger Here,The Divine Comedy,melancholic;bittersweet;restrained,string;piano;vocal_breath,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,en,1,chamber_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,弦乐与钢琴交织的室内流行，人声带着疏离的忧郁与苦涩的怀旧
Time,MKJ,melancholic;nostalgic;hopeful,piano;soft_synth;cinematic;vocal_breath,,0.45,0.5,0.5,0.55,0.4,0.6,0.7,en,1,electronic_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,钢琴与软合成器交织，人声带有呼吸感，营造出怀旧而略带希望的电子流行氛围
