name,artist,mood_tags,texture_tags,negative_tags,energy,brightness,density,warmth,rhythmic_motion,vocal_presence,emotional_weight,language,has_vocal,genre_family,scene_fit,sequence_shape,label_confidence,reason
我還記得,梁靜茹,nostalgic;warm;bittersweet,acoustic;string;vocal_breath,,0.4,0.5,0.45,0.6,0.35,0.65,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,梁靜茹溫暖聲線搭配木吉他與弦樂，懷舊中帶有淡淡苦澀，適合回憶場景
最想環遊的世界,梁靜茹,warm;hopeful;nostalgic,acoustic;string;vocal_breath;piano,,0.45,0.6,0.4,0.7,0.35,0.7,0.6,zh,1,mandopop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,梁靜茹溫暖聲線搭配鋼琴與弦樂，營造出懷舊而充滿希望的抒情氛圍
This Love,Taylor Swift,warm;nostalgic;hopeful,acoustic;vocal_breath;soft_synth,,0.55,0.6,0.5,0.65,0.5,0.75,0.5,en,1,pop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.7}""",slow_opening,0.85,Taylor Swift 的温暖声线与木吉他、轻合成器交织，营造怀旧而充满希望的流行氛围
一呼...一吸,林憶蓮,introspective;restrained;melancholic,piano;ambient_pad;minimal;vocal_breath,,0.25,0.3,0.3,0.4,0.2,0.5,0.75,zh,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.85,林憶蓮的呼吸式演唱与极简钢琴氛围，营造内省而克制的深夜情绪
Not Shy,ITZY,restless;urban;clear,soft_synth;electric_distant;vocal_breath,,0.7,0.65,0.7,0.4,0.75,0.85,0.3,en,1,k_pop,"""{""""evening_city_walk"""":0.6,""""user_requested_explore"""":0.55,""""morning_clear_light"""":0.5}""",city_to_inner_room,0.8,ITZY 的 K-pop 舞曲，能量较高、节奏明快，但带有都市感和清晰的人声，适合活跃场景
FIESTA,IZ*ONE,restless;urban;hopeful,soft_synth;electric_distant;vocal_breath,,0.7,0.7,0.7,0.5,0.7,0.8,0.4,ko,1,k_pop,"""{""""evening_city_walk"""":0.7,""""weekend_slow"""":0.6,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,IZ*ONE 的 K-pop 舞曲，合成器驱动、节奏明快，充满都市感和活力，但情感重量较轻
Rain On Me (with Ariana Grande),Lady Gaga,restless;urban;hopeful,soft_synth;cold_synth;vocal_breath;reverb_heavy,over_dramatic,0.7,0.6,0.65,0.5,0.7,0.8,0.55,en,1,dance_pop,"""{""""evening_city_walk"""":0.6,""""user_requested_explore"""":0.55,""""work_focus_low_vocal"""":0.4}""",city_to_inner_room,0.85,高能量舞曲流行，合成器与人声交织，带有都市坚韧与希望感，但部分编曲略显戏剧化
LA DI DA,EVERGLOW,urban;restless;clear,soft_synth;cold_synth;electric_distant,,0.7,0.65,0.7,0.4,0.75,0.8,0.4,en,1,k_pop,"""{""""evening_city_walk"""":0.7,""""user_requested_explore"""":0.65,""""work_focus_low_vocal"""":0.5}""",city_to_inner_room,0.85,K-pop舞曲，合成器驱动，节奏明快，都市感强烈，但情感较轻
浮砂,莫文蔚,melancholic;dreamy;bittersweet,piano;string;vocal_breath;reverb_heavy,,0.35,0.4,0.45,0.5,0.3,0.6,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",afterglow_fading,0.85,莫文蔚低沉慵懒的声线搭配钢琴与弦乐，营造出忧郁而梦幻的怀旧氛围
Don't Cha,The Pussycat Dolls,urban;restless;sensual,soft_synth;vocal_breath;electric_distant,,0.7,0.65,0.7,0.5,0.75,0.85,0.4,en,1,pop,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.7,""""weekend_slow"""":0.6}""",city_to_inner_room,0.85,流行舞曲，节奏感强，人声突出，带有都市感和挑逗性
Alice,Lady Gaga,dreamy;nostalgic;bittersweet,piano;soft_synth;vocal_breath;string,,0.4,0.5,0.45,0.55,0.35,0.7,0.65,en,1,art_pop,"""{""""deep_night_introspective"""":0.8,""""evening_city_walk"""":0.75,""""night_clear_lonely"""":0.7}""",fade_into_inner_space,0.85,钢琴与合成器交织，Lady Gaga 人声充满梦幻与怀旧，略带苦涩的甜美
Over Now (with The Weeknd),Calvin Harris,urban;restless;bittersweet,soft_synth;cold_synth;vocal_breath;electric_distant,,0.6,0.5,0.6,0.4,0.6,0.7,0.5,en,1,electronic_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,Calvin Harris 的电子节拍与 The Weeknd 的冷感人声结合，营造出都市夜晚的疏离与不安
Stuck with U (with Justin Bieber),Ariana Grande,warm;nostalgic;hopeful,vocal_breath;soft_synth;acoustic,,0.45,0.55,0.5,0.7,0.4,0.8,0.65,en,1,pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""morning_clear_light"""":0.7}""",slow_opening,0.85,温暖的人声与轻柔合成器，怀旧而充满希望，适合放松场景
Doctor Jones,Aqua,restless;urban;hopeful,soft_synth;electric_distant,,0.7,0.7,0.6,0.4,0.8,0.8,0.3,en,1,eurodance,"""{""""evening_city_walk"""":0.6,""""user_requested_explore"""":0.5,""""weekend_slow"""":0.4}""",city_to_inner_room,0.85,高能量欧陆舞曲，节奏明快，人声突出，适合都市夜晚的动感场景
Don’t Give A What,ITZY,restless;urban;hopeful,soft_synth;electric_distant;vocal_breath,,0.65,0.6,0.7,0.4,0.7,0.8,0.5,en,1,k_pop,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.75,""""work_focus_low_vocal"""":0.6}""",city_to_inner_room,0.85,ITZY 的自信宣言，合成器驱动的都市感节奏，充满活力与不羁
斯芬克斯 (Sphinx),THE9,urban;restless;unresolved,soft_synth;electric_distant;vocal_breath,,0.6,0.5,0.65,0.4,0.6,0.8,0.5,zh,1,c_pop,"""{""""evening_city_walk"""":0.75,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.8,THE9的都市感电子流行，合成器与人声交织出不安与未解的张力
傲嬌,張惠妹,restless;urban;bittersweet,electric_distant;vocal_breath;soft_synth,,0.6,0.5,0.6,0.4,0.6,0.8,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,張惠妹強烈的人聲表現，搭配電子合成器與都市感節奏，呈現不安與苦澀交織的現代情感
hoax,Taylor Swift,melancholic;introspective;bittersweet,piano;string;vocal_breath;minimal,,0.25,0.3,0.35,0.4,0.2,0.6,0.8,en,1,folk_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.75}""",fade_into_inner_space,0.9,极简钢琴与弦乐铺垫，Taylor Swift脆弱人声传递出深沉的内省与苦涩怀旧
pporappippam,SUNMI,dreamy;nostalgic;sensual,soft_synth;reverb_heavy;vocal_breath;electric_distant,,0.6,0.65,0.55,0.5,0.6,0.8,0.5,ko,1,k_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与复古 disco 节奏，宣美的声线带来怀旧而性感的都市夜晚氛围
Siren,SUNMI,urban;restless;bittersweet,soft_synth;cold_synth;vocal_breath;electric_distant,,0.6,0.45,0.55,0.35,0.6,0.75,0.6,ko,1,k_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,宣美的都市感K-pop，冷合成器与不安的人声交织，略带苦涩的夜晚氛围
圓,AGA,nostalgic;bittersweet;warm,piano;string;vocal_breath,,0.45,0.5,0.45,0.6,0.35,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,AGA的钢琴抒情曲，温暖声线搭配弦乐，怀旧与苦涩交织的都市情感
La Vie en Rose,IZ*ONE,warm;nostalgic;hopeful,soft_synth;vocal_breath;string;acoustic,,0.45,0.6,0.5,0.7,0.4,0.75,0.55,ja,1,k_pop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,IZ*ONE 的日文翻唱，温暖声线与弦乐交织，怀旧中带着希望感，能量适中
Dance To This (feat. Ariana Grande),Troye Sivan,urban;hopeful;warm,soft_synth;vocal_breath;electric_distant,,0.6,0.55,0.55,0.5,0.65,0.75,0.45,en,1,pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,轻快的流行曲风，合成器与双人声营造出都市夜晚的温暖与期待感
TROLLZ (with Nicki Minaj),6ix9ine,restless;urban;unresolved,electric_distant;cold_synth,,0.85,0.7,0.9,0.2,0.9,0.9,0.3,en,1,hip_hop,"""{""""evening_city_walk"""":0.5,""""user_requested_explore"""":0.4,""""night_clear_lonely"""":0.3}""",city_to_inner_room,0.8,高能量陷阱说唱，密集鼓点与侵略性人声，充满都市躁动感
Kill This Love,BLACKPINK,restless;urban;melancholic,cold_synth;electric_distant;soft_synth,,0.8,0.6,0.75,0.3,0.7,0.85,0.6,en,1,k_pop,"""{""""evening_city_walk"""":0.5,""""night_clear_lonely"""":0.4,""""deep_night_introspective"""":0.3}""",city_to_inner_room,0.85,高强度K-pop，冷合成器与强烈节奏带来都市不安感，但能量较高，场景适配受限
Havana (feat. Young Thug),Camila Cabello,urban;warm;hopeful,acoustic;soft_synth;vocal_breath,,0.65,0.7,0.55,0.6,0.7,0.8,0.4,en,1,pop,"""{""""evening_city_walk"""":0.8,""""afternoon_warm_idle"""":0.7,""""weekend_slow"""":0.65}""",city_to_inner_room,0.85,拉丁流行节奏与温暖人声，充满都市活力与夏日怀旧感
凡人歌,李宗盛,introspective;restrained;bittersweet,acoustic;vocal_breath;minimal,,0.4,0.45,0.35,0.5,0.3,0.8,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",slow_opening,0.85,李宗盛沧桑嗓音搭配简约木吉他，内省而克制地诉说人生百态，略带苦涩与释然
On My Mind,Ellie Goulding,restless;urban;hopeful,soft_synth;vocal_breath;electric_distant,,0.6,0.55,0.55,0.5,0.6,0.75,0.5,en,1,electropop,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,Ellie Goulding 的电子流行曲风，合成器与呼吸感人声交织，充满都市律动与期待感
Blush,Wolf Alice,dreamy;nostalgic;restrained,soft_synth;reverb_heavy;vocal_breath,,0.35,0.45,0.4,0.55,0.3,0.6,0.6,en,1,dream_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,梦幻流行风格，软合成器与混响人声交织，怀旧而克制
YES or YES,TWICE,hopeful;clear;urban,soft_synth;vocal_breath;electric_distant,,0.7,0.7,0.65,0.5,0.7,0.85,0.4,ko,1,k_pop,"""{""""evening_city_walk"""":0.7,""""user_requested_explore"""":0.65,""""morning_clear_light"""":0.6}""",city_to_inner_room,0.85,TWICE 的流行舞曲，明亮合成器与清晰人声，充满都市活力与希望感
Blue Girl,Chromatics,dreamy;nostalgic;urban,soft_synth;cold_synth;reverb_heavy;electric_distant,,0.45,0.4,0.5,0.35,0.5,0.6,0.55,en,1,synthpop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.9,冷调合成器与深远混响，梦幻而怀旧的都市夜晚氛围
想把你留在这里,Tizzy T,urban;nostalgic;hopeful,acoustic;soft_synth;vocal_breath,,0.45,0.55,0.5,0.6,0.5,0.7,0.55,zh,1,hip_hop,"""{""""evening_city_walk"""":0.85,""""work_focus_low_vocal"""":0.7,""""weekend_slow"""":0.75}""",city_to_inner_room,0.85,Tizzy T 的都市说唱，木吉他采样与软合成器交织，怀旧中带着希望，适合城市漫步
Kill For Love,Chromatics,urban;nostalgic;melancholic,soft_synth;cold_synth;electric_distant;reverb_heavy,,0.4,0.35,0.5,0.3,0.45,0.6,0.7,en,1,synthpop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.9,冷调合成器与疏离人声，营造出都市夜晚的怀旧与忧郁氛围
Naked City,Glass Candy,urban;restless;nostalgic,cold_synth;electric_distant;reverb_heavy,,0.65,0.5,0.6,0.3,0.7,0.6,0.5,en,1,synthpop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,冷调合成器与都市感节奏，人声疏离，营造夜晚城市的不安与怀旧
Cherry,Chromatics,dreamy;nostalgic;urban,soft_synth;cold_synth;reverb_heavy;electric_distant,,0.45,0.5,0.55,0.45,0.5,0.6,0.55,en,1,synthpop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_clear_lonely"""":0.75}""",city_to_inner_room,0.9,梦幻合成器与冷调人声交织，都市夜晚的怀旧与疏离感
Say So (feat. Nicki Minaj),Doja Cat,urban;restless;hopeful,soft_synth;vocal_breath;electric_distant,,0.7,0.65,0.6,0.5,0.7,0.8,0.4,en,1,pop_rap,"""{""""evening_city_walk"""":0.8,""""user_requested_explore"""":0.7,""""weekend_slow"""":0.65}""",city_to_inner_room,0.85,都市感流行说唱，Doja Cat 的慵懒声线与 Nicki Minaj 的活力段落交织，能量中等偏高，适合夜晚城市漫步
捉迷藏,Lexie Liu,urban;restless;dreamy,soft_synth;cold_synth;vocal_breath;reverb_heavy,,0.6,0.55,0.6,0.4,0.6,0.75,0.5,zh,1,art_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,刘柏辛的电子流行，合成器与重混响营造都市迷离感，人声充满张力
The fifth season (SSFWL),OH MY GIRL,dreamy;nostalgic;bittersweet,soft_synth;string;vocal_breath;reverb_heavy,,0.45,0.5,0.5,0.55,0.4,0.7,0.65,ko,1,k_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""weekend_slow"""":0.7}""",city_to_inner_room,0.85,梦幻合成器与弦乐交织，人声轻柔，营造怀旧而略带苦涩的都市夜晚氛围
1999,Charli xcx,urban;restless;nostalgic,soft_synth;cold_synth;electric_distant,,0.65,0.6,0.7,0.4,0.7,0.8,0.5,en,1,hyperpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,合成器驱动的流行曲，能量较高，都市感强，带有怀旧与不安的情绪
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,hopeful;warm;urban,acoustic;electric_distant;soft_synth,,0.7,0.75,0.65,0.7,0.8,0.7,0.4,en,1,disco_pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,迪斯科流行风格，Nile Rodgers的吉他律动和Pharrell的人声带来温暖、充满活力的都市感
1957,Milo Greene,nostalgic;warm;bittersweet,acoustic;string;vocal_breath;soft_synth,,0.4,0.5,0.45,0.6,0.35,0.6,0.65,en,1,indie_folk,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,温暖的木吉他与弦乐编排，怀旧而略带苦涩的独立民谣质感
Adore You,Harry Styles,warm;hopeful;nostalgic,acoustic;soft_synth;vocal_breath,,0.6,0.65,0.5,0.7,0.55,0.75,0.5,en,1,pop,"""{""""morning_clear_light"""":0.8,""""afternoon_warm_idle"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,温暖明亮的流行曲风，木吉他与软合成器交织，Harry Styles 的人声充满希望与怀旧感
Girls,朱婧汐,urban;dreamy;nostalgic,soft_synth;reverb_heavy;vocal_breath,,0.4,0.5,0.45,0.55,0.4,0.6,0.5,zh,1,art_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""work_focus_low_vocal"""":0.7}""",city_to_inner_room,0.85,朱婧汐的梦幻声线搭配软合成器与混响，营造出都市夜晚的怀旧与朦胧感
I Love You 3000 II,88rising,warm;nostalgic;hopeful,acoustic;vocal_breath;soft_synth,,0.4,0.55,0.4,0.65,0.35,0.7,0.55,en,1,pop,"""{""""evening_city_walk"""":0.8,""""weekend_slow"""":0.75,""""morning_clear_light"""":0.7}""",slow_opening,0.85,温暖木吉他与人声交织，怀旧且充满希望的流行情歌
100 Ways,王嘉尔,urban;restless;hopeful,soft_synth;electric_distant;vocal_breath,,0.6,0.55,0.55,0.5,0.6,0.75,0.5,en,1,pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,王嘉尔的都市流行风格，合成器与节奏感营造出不安但充满希望的夜晚氛围
地下鐵,萧亚轩,urban;melancholic;nostalgic,soft_synth;reverb_heavy;vocal_breath,,0.4,0.45,0.5,0.5,0.4,0.7,0.65,zh,1,mandopop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""night_rain_humid"""":0.75}""",city_to_inner_room,0.85,萧亚轩的中低音声线搭配合成器与混响，营造出都市夜晚的孤独与怀旧感
Hush,miss A,urban;restless;bittersweet,soft_synth;electric_distant;vocal_breath,,0.6,0.5,0.55,0.4,0.6,0.75,0.5,en,1,k_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.65}""",city_to_inner_room,0.85,K-pop 都市感舞曲，合成器与节奏驱动，人声充满张力，略带不安与怀旧
Supersonic (feat. Christian Burns),Swanky Tunes,restless;urban;hopeful,soft_synth;cold_synth;electric_distant,,0.7,0.6,0.7,0.4,0.75,0.6,0.5,en,1,electronic_dance,"""{""""evening_city_walk"""":0.7,""""user_requested_explore"""":0.65,""""work_focus_low_vocal"""":0.5}""",city_to_inner_room,0.8,高能量电子舞曲，合成器驱动，人声充满都市感与躁动
Kick It,BLACKPINK,restless;urban;bittersweet,cold_synth;electric_distant;vocal_breath,,0.7,0.55,0.7,0.3,0.75,0.8,0.5,en,1,k_pop,"""{""""evening_city_walk"""":0.7,""""night_clear_lonely"""":0.5,""""user_requested_explore"""":0.6}""",city_to_inner_room,0.85,强烈的合成器贝斯和鼓点驱动，充满都市不安感与能量，但人声和编曲带有K-pop的精致感
DON'T KNOW WHAT TO DO - JP Ver.,BLACKPINK,restless;urban;unresolved,soft_synth;cold_synth;vocal_breath;electric_distant,idol_polished;mainstream_anthem,0.55,0.5,0.6,0.4,0.55,0.75,0.5,ja,1,k_pop,"""{""""evening_city_walk"""":0.55,""""deep_night_introspective"""":0.5,""""night_clear_lonely"""":0.5}""",city_to_inner_room,0.85,BLACKPINK的日文版，合成器驱动的都市感与不安情绪，但带有偶像工业的精致感
KICK IT - JP Ver.,BLACKPINK,urban;restless;hopeful,soft_synth;cold_synth;electric_distant,,0.7,0.6,0.7,0.4,0.75,0.8,0.5,ja,1,k_pop,"""{""""evening_city_walk"""":0.7,""""user_requested_explore"""":0.65,""""work_focus_low_vocal"""":0.5}""",city_to_inner_room,0.85,强劲的合成器节拍与自信的人声，都市感十足，能量较高但保持克制
Yummy,Justin Bieber,urban;hopeful;restless,soft_synth;vocal_breath;electric_distant,,0.65,0.7,0.6,0.5,0.7,0.8,0.4,en,1,pop,"""{""""evening_city_walk"""":0.7,""""user_requested_explore"""":0.65,""""weekend_slow"""":0.6}""",city_to_inner_room,0.8,流行曲风，轻快节奏和明亮合成器，带有都市感和期待，但情感深度较浅
怪美的,JOLIN蔡依林,restless;urban;bittersweet,soft_synth;electric_distant;vocal_breath,,0.65,0.6,0.7,0.4,0.7,0.85,0.6,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,蔡依林充满力量感的声线搭配电子合成器，表达对自我审视的复杂情绪，都市感强烈
Stupid Love,Lady Gaga,restless;urban;hopeful,soft_synth;cold_synth;vocal_breath,mainstream_anthem;overly_cheerful,0.7,0.7,0.65,0.5,0.7,0.8,0.4,en,1,dance_pop,"""{""""evening_city_walk"""":0.5,""""user_requested_explore"""":0.5,""""weekend_slow"""":0.4}""",city_to_inner_room,0.8,高能量舞曲流行，合成器驱动，充满都市感和希望，但带有主流流行和过度欢快的负面标签，场景适配受限
Skyfall,Adele,melancholic;bittersweet;restrained,piano;string;cinematic;vocal_breath,,0.45,0.4,0.6,0.5,0.3,0.8,0.85,en,1,orchestral_pop,"""{""""deep_night_introspective"""":0.85,""""evening_city_walk"""":0.8,""""night_rain_humid"""":0.75}""",slow_opening,0.9,Adele 的浑厚人声与管弦乐编排营造出悲壮而克制的史诗感，能量中等偏低，情感重量高
DUN DUN,EVERGLOW,restless;urban;unresolved,soft_synth;cold_synth;electric_distant,,0.7,0.6,0.7,0.3,0.8,0.8,0.5,en,1,k_pop,"""{""""evening_city_walk"""":0.5,""""night_clear_lonely"""":0.4,""""user_requested_explore"""":0.5}""",city_to_inner_room,0.8,强烈的电子合成器与鼓点驱动，充满都市不安与未解决的张力，但能量较高，不适合低能量场景
夜之繆斯,尚雯婕,dreamy;melancholic;introspective,piano;ambient_pad;reverb_heavy;vocal_breath,,0.25,0.3,0.35,0.4,0.2,0.6,0.75,zh,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_clear_lonely"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,尚雯婕空灵的人声与钢琴、氛围音色交织，营造出梦幻而内省的深夜氛围
阿修羅,尚雯婕,melancholic;restrained;bittersweet,piano;string;vocal_breath;cinematic,,0.35,0.3,0.5,0.4,0.25,0.6,0.75,zh,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,钢琴与弦乐交织，尚雯婕克制而富有张力的声线，营造出悲怆而内省的氛围
聖誕結,陳奕迅,melancholic;lonely;bittersweet,piano;string;vocal_breath,,0.35,0.3,0.4,0.4,0.25,0.6,0.75,zh,1,mandopop,"""{""""night_clear_lonely"""":0.85,""""deep_night_introspective"""":0.8,""""evening_city_walk"""":0.7}""",slow_opening,0.9,陳奕迅低沉声线搭配钢琴与弦乐，营造出圣诞夜孤独与怀旧的伤感氛围
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,urban;restless;hopeful,soft_synth;vocal_breath;electric_distant,,0.65,0.6,0.7,0.5,0.7,0.85,0.5,en,1,pop,"""{""""evening_city_walk"""":0.8,""""work_focus_low_vocal"""":0.6,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,流行女声合唱，合成器驱动，都市感强，能量中等偏高，有自信和希望感
What Makes Us Human,Lamb,introspective;melancholic;bittersweet,ambient_pad;reverb_heavy;vocal_breath;electric_distant,,0.35,0.3,0.4,0.35,0.25,0.6,0.7,en,1,trip_hop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,Trip-hop 氛围，厚重混响与人声交织，内省而略带苦涩的质感
緣分一道橋,王力宏,melancholic;bittersweet;nostalgic,piano;string;vocal_breath;cinematic,,0.45,0.4,0.5,0.55,0.3,0.7,0.75,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,王力宏的深情演绎与钢琴弦乐编排，营造出怀旧而略带伤感的氛围
In & Out,Red Velvet,urban;restless;clear,soft_synth;cold_synth;electric_distant,,0.65,0.6,0.55,0.4,0.7,0.75,0.5,en,1,k_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,Red Velvet 的都市感合成器流行，节奏明快但带有冷调质感，适合夜晚城市漫步
Knew Better / Forever Boy,Ariana Grande,urban;restless;hopeful,soft_synth;vocal_breath;electric_distant,,0.6,0.55,0.55,0.5,0.6,0.8,0.5,en,1,pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.7,""""user_requested_explore"""":0.75}""",city_to_inner_room,0.85,Ariana Grande 的 R&B 流行曲，合成器与呼吸感人声营造都市夜晚的躁动与希望
Perfect Places,Lorde,restless;urban;bittersweet,soft_synth;cold_synth;reverb_heavy,,0.6,0.5,0.55,0.4,0.6,0.75,0.6,en,1,art_pop,"""{""""evening_city_walk"""":0.85,""""deep_night_introspective"""":0.8,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,Lorde 的冷调合成器与不安的人声，描绘都市夜晚的躁动与苦涩的狂欢
Dead,Madison Beer,melancholic;restrained;bittersweet,piano;reverb_heavy;vocal_breath;minimal,,0.25,0.2,0.3,0.3,0.2,0.6,0.75,en,1,art_pop,"""{""""deep_night_introspective"""":0.85,""""night_rain_humid"""":0.8,""""work_focus_low_vocal"""":0.7}""",fade_into_inner_space,0.85,脆弱人声与极简钢琴，混响厚重，充满克制而苦涩的内省情绪
Stop for Nothing,courtship.,urban;restless;hopeful,soft_synth;electric_distant;vocal_breath,,0.55,0.6,0.5,0.5,0.6,0.7,0.5,en,1,synthpop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""user_requested_explore"""":0.7}""",city_to_inner_room,0.85,都市感合成器流行，节奏驱动的人声与电子音色交织，带有不安与期待的情绪
微加幸福,郁可唯,warm;hopeful;nostalgic,acoustic;vocal_breath;string,,0.45,0.55,0.5,0.65,0.4,0.7,0.55,zh,1,mandopop,"""{""""morning_clear_light"""":0.75,""""evening_city_walk"""":0.7,""""weekend_slow"""":0.7}""",slow_opening,0.85,郁可唯温暖声线搭配木吉他弦乐，传递出怀旧与希望交织的抒情质感
路過人間,郁可唯,nostalgic;bittersweet;warm,piano;string;vocal_breath,,0.4,0.5,0.45,0.6,0.35,0.65,0.7,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""night_clear_lonely"""":0.75,""""weekend_slow"""":0.7}""",slow_opening,0.85,郁可唯温暖声线搭配钢琴与弦乐，营造怀旧而略带苦涩的抒情氛围
當你和心跳一起出現,萧亚轩,warm;nostalgic;hopeful,acoustic;vocal_breath;string,,0.45,0.55,0.45,0.65,0.4,0.7,0.6,zh,1,mandopop,"""{""""evening_city_walk"""":0.8,""""morning_clear_light"""":0.7,""""weekend_slow"""":0.75}""",slow_opening,0.85,萧亚轩温暖声线搭配木吉他弦乐，怀旧中带着希望，适合抒情流行场景
All I Want,Kodaline,melancholic;nostalgic;bittersweet,piano;string;vocal_breath;acoustic,,0.4,0.4,0.5,0.55,0.3,0.7,0.75,en,1,indie_pop,"""{""""evening_city_walk"""":0.8,""""deep_night_introspective"""":0.75,""""night_rain_humid"""":0.7}""",slow_opening,0.85,钢琴和弦乐驱动的独立流行，情感饱满的怀旧与苦涩交织
